accelX_var,accelY_var,accelZ_var
0.0017628502301777814,0.005768214622133441,0.0038474552088667716
0.0016332322001777694,0.005385744192000091,0.0036368551022001048
0.0009923874268999938,0.004976184374133441,0.0022344349086667707
0.00022352802693334313,0.004445100089133456,0.0004733102151334361
0.00014840977026666513,0.0036180115500334576,0.0003255602861000955
4.2705680266651405e-05,0.002440438785733417,0.0001952611984667622
4.2705680266651405e-05,0.0012292387590667484,0.00023601544570008603
5.3173366944431086e-05,0.000985206099666754,0.00023601544570008603
5.2623813599986964e-05,0.0015436560090000885,0.0002753355165667617
5.2623813599986964e-05,0.0019720536612000956,0.00028606123440005877
5.2623813599986964e-05,0.001968455929000099,0.0002847824726333841
5.2623813599986964e-05,0.0024966058730000987,0.00027708620466670737
5.6226280233319e-05,0.0025215718819000957,0.0002773754546667074
5.793362023332846e-05,0.002605260497666805,0.0003076312394667172
8.277122023330988e-05,0.002368814885666806,0.00030598019333339565
0.00011895982023330186,0.0021461445743335126,0.00028434035480005794
0.00011895982023330186,0.0021646445263335443,0.00022485605160005821
0.00011895982023330186,0.0017829645611668566,0.0004162704142334052
0.00013753338693330786,0.0012773805302001664,0.0004642111785334038
0.00015386290027775892,0.0006367720727001491,0.0003275273233000692
0.00022098556694442637,0.0007419221943334496,0.00032145129600007693
0.00024739794693331735,0.0008686119210001178,0.00040045134250008045
0.00024951798023332,0.0012095205800001184,0.0003994513623334147
0.0002464279335999858,0.00160524077426678,0.00038598741173342775
0.00018777285356665305,0.0016718521721667899,0.00039327741973342796
0.000111482666844425,0.0021616620322667812,0.0005003974151000794
9.759344017775477e-05,0.002483272008366752,0.0005522674677334077
9.708253351108879e-05,0.002641480589200129,0.0005109191625334098
0.00016668676689995303,0.002839189420333497,0.0004952391219334052
0.00022348993359993177,0.0029985603104001625,0.0005321991412000592
0.0002839864002332589,0.0027353603026668578,0.0005281841801333909
0.0002843778602332645,0.002467189553966874,0.0003723040706667306
0.000318680646933246,0.0021920597457668824,0.00016702722963343297
0.00032587375693321317,0.001784699660900218,0.0001576860154667836
0.00025663055693317497,0.0016614715264001816,0.00019032597813344921
0.00020874949026649737,0.0011992586188668461,0.0001615349650001153
0.00016452861026649163,0.0006372389770001207,0.0001275202099334684
0.00016452861026649163,0.0006071789870001211,0.00012968997200014888
0.00021048868689984445,0.0005651024027335115,0.00010928019696682044
0.00020427885684430524,0.0005442703327668845,7.543017183351245e-05
0.00017995752017764668,0.0006921703965668859,6.628088926686403e-05
0.00020839314684431722,0.0007487705432335554,5.066515963353129e-05
0.00016827432676654283,0.0012785355076669008,0.00023842092853349926
9.787178676654074e-05,0.0012520956226002116,0.0002999808643334696
2.7591226844322935e-05,0.0013050055879335462,0.00028785512953346897
6.338138023320588e-05,0.001304735322666859,0.0003306951613334766
7.060984023320497e-05,0.0014468352526668578,0.00033765516086680763
6.359377693320703e-05,0.0014654855058668498,0.000421205153733465
6.776400027765366e-05,0.001344451101066852,0.00047974485033346867
5.4745000277654946e-05,0.0013154801256668608,0.0004447250359667773
5.4745000277654946e-05,0.0014358800423334964,0.0003087651435000961
6.776400027765366e-05,0.0012580150963334715,0.0001440052830334061
7.813623361098806e-05,0.000751134594666831,0.00018283527646673078
8.92962835998779e-05,0.0006886455863335227,0.0001953810084000687
9.99120535665465e-05,0.0006006186081335388,0.00020568224480007108
7.219726689988758e-05,0.0006006186081335388,0.0002276062210000374
5.867280689989072e-05,0.0005394788109335428,0.00024305895246670798
4.463467356656117e-05,0.0004900059500001849,0.00016479896646670594
2.739654023323054e-05,0.000354835116666825,7.673898046670394e-05
2.5450400233230776e-05,0.0003948350800001335,7.268596186670746e-05
2.9900600233228014e-05,0.0005893904660668264,6.672521350004038e-05
3.370140023321621e-05,0.0007643506714334777,5.437997266670448e-05
3.711844026653575e-05,0.0009007353070001636,4.924521303336842e-05
2.9801933610963212e-05,0.0010147352160001623,4.8825961733368244e-05
3.5499700277634816e-05,0.0011726705786668037,0.00013029899840003552
5.2532866933203927e-05,0.0012771506484334778,0.00019709402760003357
4.974780027765706e-05,0.0013293064809335104,0.00019709402760003357
5.157813361099501e-05,0.001289250628266875,0.00018641409680004658
6.305680027764262e-05,0.0012251306590335609,0.00021906744100005164
6.526736694430052e-05,0.001150510756500258,0.00022153419100005213
6.305680027764262e-05,0.0011711864944002458,0.00022345644100005255
6.026823361098398e-05,0.0010981176457002131,0.00022483419100005302
5.3939233610997585e-05,0.0009429064753335348,0.00025640240463339426
6.024890027766176e-05,0.0007547465556002222,0.0002686261334000669
5.381818693319082e-05,0.0006759177008002267,0.00023143505166672114
5.749335356648339e-05,0.0005834875774335365,0.0003307001798333726
8.209632026650006e-05,0.0004685191831335336,0.00033340219713339354
7.733605359982841e-05,0.00046596743320020506,0.0003228721824333894
7.51771202665112e-05,0.00046449736786687284,0.0002733738958667155
7.498944026651843e-05,0.00016924591373350604,0.00033203388653338405
8.033249356650451e-05,0.00016602009963349106,0.00036143212940005205
8.623216017762261e-05,0.00015718984400015778,0.00036143212940005205
9.01922935109592e-05,0.00019078989800017348,0.00029914092480004604
0.00011683349351098788,0.00018474092933346714,0.0002470052397667139
0.00010635242023323047,0.00017867721593341852,0.00018169530120003453
5.55896002665828e-05,0.00017212718800013326,7.452103740003203e-05
5.218088026657893e-05,0.0001526572280001339,6.108101686669189e-05
5.569160027769728e-05,0.00013895598906682303,5.8482267966692266e-05
6.8560600277691e-05,0.00011887027273349215,5.5486016733367205e-05
6.723202693325003e-05,0.0001155403345001807,2.7387258266699118e-05
4.313336026659173e-05,4.990039226686653e-05,9.15125200003137e-06
5.430683361103045e-05,4.214511800019701e-05,9.15125200003137e-06
5.491429359992139e-05,3.697531786683662e-05,8.879004200031769e-06
4.37991335665873e-05,3.4645071333503196e-05,1.1478977533366345e-05
4.319684026658178e-05,3.214533033350744e-05,2.01039744666991e-05
3.9679266944363e-05,3.166107600017402e-05,2.73309700666983e-05
3.844060027768486e-05,4.18502813668644e-05,2.7405217866697914e-05
3.269970027767535e-05,4.463503300017967e-05,2.7405217866697914e-05
2.373580026657219e-05,4.631527836681943e-05,2.5627227966689976e-05
3.2465046899913046e-05,3.865100353346734e-05,3.059522643335608e-05
3.30506401776863e-05,3.549219146680142e-05,3.059522643335608e-05
2.6743413511023726e-05,4.169617816678516e-05,3.037097686668957e-05
2.5938720177683298e-05,3.9443928466820545e-05,2.9030976200022658e-05
1.5219253511002793e-05,3.846393100018045e-05,1.742025000001127e-05
1.5352420099889498e-05,3.805118750018054e-05,1.742025000001127e-05
1.676302009989199e-05,3.9707191900154104e-05,1.742025000001127e-05
1.5176693511006218e-05,4.1373937066823576e-05,2.031600000001167e-05
1.7039386844344797e-05,3.945392106682381e-05,3.290022510002224e-05
1.7844080177683432e-05,3.433390506682399e-05,4.4379953333363894e-05
1.4211173511013174e-05,2.5956136000170805e-05,3.9250956400031096e-05
1.3265046899903373e-05,2.3006154833474075e-05,4.1965214633369626e-05
1.2134733599908267e-05,1.8593931200103903e-05,4.73349840000535e-05
2.2978366944346503e-05,1.8593931200103903e-05,4.73349840000535e-05
3.2717813599894825e-05,1.8593931200103903e-05,4.0825987066720734e-05
3.2717813599894825e-05,3.749390266677535e-05,3.325899013338797e-05
3.6989600277663596e-05,3.684715700010864e-05,2.61062423333884e-05
3.710338693321728e-05,2.101393280010459e-05,3.123400320005999e-05
3.3033000266543454e-05,2.101393280010459e-05,2.5334026533392137e-05
3.061946694431946e-05,5.1821001600132025e-05,1.3014043466718942e-05
3.164390027762633e-05,9.611219656679819e-05,1.5981040400051707e-05
3.906102693316461e-05,0.00012723215996680653,1.770028310004376e-05
3.444062693316102e-05,0.00013781886560015682,1.1146011066695662e-05
3.405316689983809e-05,0.00019437708880013543,1.1146011066695662e-05
3.390456689985052e-05,0.00021033712203345168,2.6740239966702005e-05
3.5163026933187365e-05,0.0001895471473334628,4.008997333337278e-05
3.388276026652538e-05,0.0002207871473334634,4.4190218933372396e-05
3.388276026652538e-05,0.0002466658973334639,5.783499633338697e-05
3.801690027764567e-05,0.0002624858973334629,6.460525353338669e-05
3.801690027764567e-05,0.00026793887393345057,7.31710196000584e-05
2.5964133610990843e-05,0.00024705893013341536,0.00012374404020006063
9.282800277675983e-06,0.00023573901426669126,0.0001190190692000787
9.188480266561682e-06,0.00024869901686668677,0.0001238790876000938
2.076146694432358e-05,0.00017350623250007163,0.00014545137433344093
2.0336066933205848e-05,0.00017170624000010235,0.00017950416320010437
1.954598689986541e-05,0.000166706231500113,0.00020783243780009216
1.954598689986541e-05,0.0001274562705001299,0.0001859424348334289
9.675436359982328e-05,8.075906806680449e-05,0.0001859424348334289
8.671978023314146e-05,0.00015812223796680668,0.0002509403004000767
7.444025017757009e-05,0.00019984090786680887,0.00023024013836672226
9.143971684425448e-05,0.00019496518366677636,0.0002579309438667468
0.00010367541017759676,0.00030944497800010833,0.00036391106813343424
0.0001148531035109383,0.0004150802723334402,0.0004600911737334462
0.00010959413343316977,0.00042679606466677477,0.0004893824179667729
0.00010959413343316977,0.00043977733700010873,0.0005129424103334304
0.00011550577017762338,0.00043977733700010873,0.0005397711180000958
0.0001170521268998508,0.00044116110040013187,0.0005760711513334301
2.4838673566555218e-05,0.00044519011166678046,0.0006210311741334173
1.9495226933232035e-05,0.00036772039616677835,0.0005390801623334139
1.311977359990312e-05,0.00038749032393346647,0.00038148540476674506
1.4080573599895725e-05,0.0006600404950668254,0.0003993911470000677
2.5972933610993732e-05,0.0008988352756668241,0.00034218009400005707
3.1481546933204014e-05,0.0011259255562668228,0.00027311103073337747
4.2839946933210054e-05,0.0012409756153668157,0.00026621105073337445
0.0002677917668998963,0.0020153858760334873,0.00024287527630004307
0.0002677917668998963,0.002219065875566781,0.00030263538566675124
