timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0.0,0.000275,0.000275,0.0,0.30600002,0.13605,9.870001,-10.556251,23.456251,-31.9125
0.10176390773405698,0.000275,0.000275,0.0,0.30405003,0.12900001,9.873,-10.556251,23.456251,-31.9125
0.20352781546811397,0.000275,0.000275,0.0,0.30405003,0.12900001,9.873,-10.6125,23.34375,-31.800001
0.30529172320217096,0.000275,0.000275,0.0,0.31095,0.13305001,9.873,-10.6125,23.34375,-31.800001
0.40705563093622793,0.000275,0.000275,0.0,0.30795002,0.13305001,9.870001,-10.6125,23.2875,-31.9125
0.508819538670285,0.000275,0.000275,0.0,0.30600002,0.12900001,9.86295,-10.6125,23.2875,-31.9125
0.6105834464043419,0.000275,-0.000825,-0.0009625,0.30600002,0.12900001,9.86295,-10.6125,23.2875,-31.9125
0.7123473541383989,-0.0006875,0.000275,0.0011,0.30600002,0.15,9.868051,-10.556251,23.1,-31.800001
0.8141112618724559,0.000275,0.000275,-0.0009625,0.31500003,0.13095,9.86295,-10.556251,23.1,-31.800001
0.9158751696065128,0.000275,0.000275,-0.0009625,0.31095,0.14295001,9.868051,-10.556251,23.1,-31.800001
1.01763907734057,0.001375,-0.000825,0.0,0.30795002,0.13305001,9.868051,-10.387501,22.9125,-31.9125
1.1194029850746268,-0.0006875,0.000275,0.0,0.31095,0.13305001,9.868051,-10.387501,22.9125,-31.9125
1.2211668928086838,-0.0006875,0.000275,0.0,0.30795002,0.12405001,9.87495,-10.387501,22.9125,-31.9125
1.3229308005427407,0.000275,0.000275,0.0011,0.30795002,0.14295001,9.865951,-10.3125,22.9125,-31.800001
1.4246947082767978,0.000275,0.000275,0.0011,0.31095,0.13800001,9.86295,-10.3125,22.9125,-31.800001
1.5264586160108546,0.000275,0.000275,0.0,0.30795002,0.13605,9.868051,-10.14375,22.85625,-31.9125
1.6282225237449117,0.000275,0.000275,0.0,0.31305,0.13305001,9.870001,-10.14375,22.85625,-31.9125
1.7299864314789688,0.0004125,0.000275,0.0,0.30795002,0.13605,9.865951,-10.5,22.800001,-31.44375
1.8317503392130257,0.0004125,-0.000825,0.0,0.31095,0.13800001,9.86295,-10.5,22.800001,-31.44375
1.9335142469470827,0.0004125,0.000275,0.0,0.30600002,0.13605,9.861,-10.5,22.987501,-31.500002
2.03527815468114,-0.0006875,0.000275,0.0,0.30405003,0.13305001,9.877951,-10.5,22.987501,-31.500002
2.1370420624151967,0.0004125,0.000275,-0.0009625,0.30405003,0.14295001,9.870001,-10.6875,22.987501,-31.44375
2.2388059701492535,0.0004125,0.000275,0.0011,0.31095,0.13305001,9.870001,-10.6875,22.987501,-31.44375
2.3405698778833104,0.0004125,0.000275,0.0011,0.31095,0.14505,9.868051,-10.6875,22.987501,-31.44375
2.4423337856173677,0.0004125,0.000275,0.0,0.31095,0.14505,9.868051,-10.743751,23.04375,-31.2
2.5440976933514245,0.0004125,0.000275,0.0,0.31305,0.13605,9.868051,-10.743751,23.04375,-31.2
2.6458616010854814,0.0004125,0.000275,0.0,0.30405003,0.13095,9.873,-10.8,23.2875,-31.2
2.7476255088195387,0.0004125,0.000275,0.0,0.30795002,0.13095,9.865951,-10.8,23.2875,-31.2
2.8493894165535956,0.0004125,0.000275,0.0,0.30795002,0.13095,9.865951,-10.8,23.2875,-31.2
2.9511533242876524,0.0004125,0.000275,0.0,0.29895002,0.13800001,9.870001,-10.556251,23.2875,-31.312502
3.0529172320217093,0.0004125,0.000275,0.0,0.31095,0.141,9.865951,-10.556251,23.2875,-31.312502
3.1546811397557666,0.0004125,0.000275,-0.0009625,0.30105,0.13095,9.865951,-10.556251,23.2875,-31.312502
3.2564450474898234,0.0004125,-0.000825,0.0,0.30795002,0.12900001,9.873,-10.6875,23.2875,-30.956251
3.3582089552238803,0.0004125,0.000275,0.0,0.31095,0.13605,9.873,-10.6875,23.2875,-30.956251
3.4599728629579376,0.001375,-0.000825,0.0,0.30600002,0.13305001,9.86295,-10.9125,23.400002,-30.843752
3.5617367706919945,0.000275,0.000275,0.0,0.30405003,0.12405001,9.86295,-11.043751,23.2875,-30.843752
3.6635006784260513,0.000275,0.000275,0.0,0.30795002,0.13095,9.8560505,-11.043751,23.2875,-30.843752
3.765264586160108,0.000275,-0.000825,0.0,0.30600002,0.13095,9.868051,-11.043751,23.2875,-30.843752
